༄༅ རྒྱ་ གར་ སྐད་ དུ 328
བ་ དང་ །_ འཁོར་ བའི་ 40
བ་ དང་ །_ ངེས་ པར་ 56
བ་ དང་ །_ ཉོན་ མོངས་ 102
བ་ དང་ །_ ཡི་ དགས་ 192
བ་ དང་ །_ ཡི་ གེར་ 66
བ་ དང་ །_ ང་ རྒྱལ་ 66
བ་ དང་ །_ མྱ་ ངན་ 388
བ་ དང་ །_ ངན་ སོང་ 54
བ་ དང་ །_ རང་ གི་ 68
བ་ དང་ །_ རང་ བཞིན་ 56
བ་ དང་ །_ ཡང་ དག་ 452
བ་ དང་ །_ ན་ བ་ 357
བ་ དང་ །_ རབ་ ཏུ་ 330
བ་ དང་ །_ མི་ སྡུག་ 52
བ་ དང་ །_ མི་ དགེ་ 233
བ་ དང་ །_ མི་ རྟག་ 82
བ་ དང་ །_ མི་ དབེན་ 52
བ་ དང་ །_ མི་ འམ་ 61
བ་ དང་ །_ མི་ སྟོང་ 40
བ་ དང་ །_ མི་ གདུང་ 61
བ་ དང་ །_ ཤིན་ ཏུ་ 202
བ་ དང་ །_ དེ་ ལ་ 120
བ་ དང་ །_ དེ་ དག་ 315
བ་ དང་ །_ དེ་ བཞིན་ 647
བ་ དང་ །_ དེ་ ལྟ་ 73
བ་ དང་ །_ དེ་ ནས་ 102
བ་ དང་ །_ ཡོངས་ སུ་ 617
བ་ དང་ །_ བདག་ དང་ 174
བ་ དང་ །_ བདག་ གི་ 52
བ་ དང་ །_ བདག་ མེད་ 212
བ་ དང་ །_ བདག་ ཉིད་ 58
བ་ དང་ །_ བདག་ མྱེད་ 237
བ་ དང་ །_ ལེགས་ པར་ 62
བ་ དང་ །_ འདོད་ པའི་ 49
བ་ དང་ །_ འདོད་ པ་ 73
བ་ དང་ །_ འདོད་ ཆགས་ 84
བ་ དང་ །_ འབྲས་ བུ་ 106
བ་ དང་ །_ བརྩོན་ འགྲུས་ 63
བ་ དང་ །_ ཕྱིར་ མི་ 191
བ་ དང་ །_ རྟག་ ཏུ་ 87
བ་ དང་ །_ རྟག་ པར་ 54
བ་ དང་ །_ བསྐལ་ པ་ 41
བ་ དང་ །_ ཐོས་ པ་ 127
བ་ དང་ །_ འཛིན་ པ་ 92
བ་ དང་ །_ བདེ་ བ་ 161
བ་ དང་ །_ བདེ་ ལེགས་ 67
བ་ དང་ །_ མ་ ཞི་ 226
བ་ དང་ །_ མ་ འོངས་ 42
བ་ དང་ །_ དགྲ་ བཅོམ་ 179
བ་ དང་ །_ བཅོམ་ ལྡན་ 360
བ་ དང་ །_ སྐྱེ་ བ་ 152
བ་ དང་ །_ སྐྱེ་ བོ་ 119
བ་ དང་ །_ ཤེས་ རབ་ 198
བ་ དང་ །_ བྱས་ པ་ 81
བ་ དང་ །_ ཞི་ བ་ 121
བ་ དང་ །_ ཞི་ ཞེས་ 144
བ་ དང་ །_ ལྷག་ པའི་ 44
བ་ དང་ །_ ཇི་ ཙམ་ 93
བ་ དང་ །_ ཇི་ ལྟར་ 311
བ་ དང་ །_ རྒ་ བ་ 338
བ་ དང་ །_ རྒ་ ཤི་ 71
བ་ དང་ །_ འཆི་ བ་ 370
བ་ དང་ །_ འཆི་ བའི་ 45
བ་ དང་ །_ མངོན་ དུ་ 52
བ་ དང་ །_ མངོན་ པར་ 328
བ་ དང་ །_ རྣལ་ འབྱོར་ 40
བ་ དང་ །_ བྱང་ ཆུབ་ 872
བ་ དང་ །_ གཞན་ གྱི་ 62
བ་ དང་ །_ གཞན་ ཡང་ 69
བ་ དང་ །_ ཉན་ ཐོས་ 102
བ་ དང་ །_ ཅི་ ནས་ 72
བ་ དང་ །_ ལས་ ཀྱི་ 42
བ་ དང་ །_ དྲང་ སྲོང་ 90
བ་ དང་ །_ ཁ་ ན་ 47
བ་ དང་ །_ ཁ་ ཅིག་ 73
བ་ དང་ །_ ཁ་ དོག་ 40
བ་ དང་ །_ ཁ་ ཏོན་ 88
བ་ དང་ །_ ཕྲ་ མ་ 52
བ་ དང་ །_ སེམས་ ཅན་ 900
བ་ དང་ །_ ནམ་ མཁའ་ 63
བ་ དང་ །_ བཟོད་ པ་ 48
བ་ དང་ །_ གསོལ་ བ་ 50
བ་ དང་ །_ ལྟུང་ བ་ 51
བ་ དང་ །_ དེས་ དེ་ 47
བ་ དང་ །_ ལན་ ཅིག་ 43
བ་ དང་ །_ དྲན་ པ་ 61
བ་ དང་ །_ ཟླ་ བ་ 48
བ་ དང་ །_ དུད་ འགྲོ་ 216
བ་ དང་ །_ དུད་ འགྲོའི་ 177
བ་ དང་ །_ སྐྱེས་ བུ་ 82
བ་ དང་ །_ འདུག་ པ་ 68
བ་ དང་ །_ རྐུན་ གནས་ 65
བ་ དང་ །_ ལག་ པ་ 46
བ་ དང་ །_ མཚོན་ ཆ་ 50
བ་ དང་ །_ སྡིག་ པ་ 73
བ་ དང་ །_ བླ་ ན་ 78
བ་ དང་ །_ ལོངས་ སྤྱོད་ 81
བ་ དང་ །_ བསྙེན་ པར་ 85
བ་ དང་ །_ བསྙེན་ བཀུར་ 268
བ་ དང་ །_ བཀུར་ སྟིར་ 89
བ་ དང་ །_ རྗེས་ སུ་ 99
བ་ དང་ །_ ཁྱིམ་ བདག་ 62
བ་ དང་ །_ བུད་ མེད་ 49
བ་ དང་ །_ ལུས་ དང་ 51
བ་ དང་ །_ ལུས་ ཀྱི་ 144
བ་ དང་ །_ ཆུང་ དགེ་ 48
བ་ དང་ །_ ཆུང་ ཆེ་ 45
བ་ དང་ །_ ཆུང་ སྣང་ 45
བ་ དང་ །_ རྩོད་ པ་ 68
བ་ དང་ །_ ཞེ་ སྡང་ 129
བ་ དང་ །_ ལོ་ ལེགས་ 135
བ་ དང་ །_ དགའ་ བ་ 91
བ་ དང་ །_ གཅིག་ ནས་ 68
བ་ དང་ །_ གསལ་ བ་ 103
བ་ དང་ །_ ཉེ་ བར་ 109
བ་ དང་ །_ གཏི་ མུག་ 132
བ་ དང་ །_ འཇིགས་ པ་ 44
བ་ དང་ །_ འོག་ མིན་ 57
བ་ དང་ །_ མགུ་ བ་ 79
བ་ དང་ །_ ཉི་ མ་ 92
བ་ དང་ །_ ཆོ་ ག་ 43
བ་ དང་ །_ དབེན་ ཞེས་ 138
བ་ དང་ །_ ཡིད་ དུ་ 93
བ་ དང་ །_ ཡིད་ ཀྱི་ 131
བ་ དང་ །_ ཡིད་ མི་ 362
བ་ དང་ །_ ཡིད་ བདེ་ 167
བ་ དང་ །_ ཡིད་ མྱི་ 65
བ་ དང་ །_ རིན་ པོ་ 90
བ་ དང་ །_ དད་ པ་ 76
བ་ དང་ །_ མོས་ པ་ 92
བ་ དང་ །_ མཚན་ མ་ 393
བ་ དང་ །_ ཆད་ པ་ 69
བ་ དང་ །_ སྣ་ དང་ 397
བ་ དང་ །_ སྦྱིན་ པ་ 41
བ་ དང་ །_ བཟའ་ བ་ 91
བ་ དང་ །_ བཅའ་ བ་ 122
བ་ དང་ །_ བཏང་ སྙོམས་ 147
བ་ དང་ །_ སྔོན་ གྱི་ 45
བ་ དང་ །_ མཆོད་ པ་ 111
བ་ དང་ །_ མཆོད་ པར་ 107
བ་ དང་ །_ གནོད་ པ་ 75
བ་ དང་ །_ གནོད་ སེམས་ 50
བ་ དང་ །_ གནོད་ སྦྱིན་ 55
བ་ དང་ །_ འདུ་ ཤེས་ 1533
བ་ དང་ །_ ཕ་ དང་ 40
བ་ དང་ །_ ཕ་ རོལ་ 165
བ་ དང་ །_ ཟས་ སུ་ 120
བ་ དང་ །_ བསོད་ ནམས་ 94
བ་ དང་ །_ མེ་ ཏོག་ 89
བ་ དང་ །_ ཚ་ བ་ 108
བ་ དང་ །_ དངོས་ པོ་ 63
བ་ དང་ །_ དྲི་ ཟའི་ 62
བ་ དང་ །_ མྱོས་ པ་ 47
བ་ དང་ །_ ད་ ལྟར་ 45
བ་ དང་ །_ བཏུང་ བ་ 248
བ་ དང་ །_ སྤོབས་ པ་ 42
བ་ དང་ །_ ཧ་ ཅང་ 60
བ་ དང་ །_ ཕྲག་ དོག་ 41
བ་ དང་ །_ མུ་ སྟེགས་ 84
བ་ དང་ །_ ཕུ་ དུད་ 59
བ་ དང་ །_ གཅི་ བ་ 48
བ་ དང་ །_ སྐྱོབ་ པ་ 48
བ་ དང་ །_ ལྷ་ དང་ 131
བ་ དང་ །_ ལུང་ འབོག་ 97
བ་ དང་ །_ ཀླུའི་ རྒྱལ་ 63
བ་ དང་ །_ ཡོན་ ཏན་ 50
བ་ དང་ །_ ལོག་ པར་ 68
བ་ དང་ །_ ཐེ་ ཚོམ་ 40
བ་ དང་ །_ སྟོང་ པ་ 215
བ་ དང་ །_ སྟོང་ ཞེས་ 139
བ་ དང་ །_ སྤོས་ དང་ 175
བ་ དང་ །_ ལྷའི་ བུ་ 83
བ་ དང་ །_ སྣའི་ འདུས་ 111
བ་ དང་ །_ ཀློག་ པ་ 397
བ་ དང་ །_ ཀློག་ ཅིང་ 55
བ་ དང་ །_ རྗེད་ པར་ 44
བ་ དང་ །_ དུག་ གཞིལ་ 45
བ་ དང་ །_ ཚོར་ བ་ 69
བ་ དང་ །_ གླེན་ པ་ 82
བ་ དང་ །_ འགོག་ པ་ 174
བ་ དང་ །_ སྡོང་ བུ་ 42
བ་ དང་ །_ གྱ་ ནོམ་ 84
བ་ དང་ །_ བསམ་ པ་ 49
བ་ དང་ །_ བསམ་ གཏན་ 90
བ་ དང་ །_ བྱུག་ པ་ 254
བ་ དང་ །_ ཏིང་ ངེ་ 116
བ་ དང་ །_ གསེག་ མ་ 43
བ་ དང་ །_ དཀྱིལ་ འཁོར་ 45
བ་ དང་ །_ རྡོ་ རྗེ་ 86
བ་ དང་ །_ རྐེ་ བ་ 40
བ་ དང་ །_ མན་ དཱ་ 78
བ་ དང་ །_ སུག་ པ་ 44
བ་ དང་ །_ ཡེ་ ཤེས་ 98
བ་ དང་ །_ བྱམས་ པ་ 47
བ་ དང་ །_ བསྐྱབ་ པ་ 173
བ་ དང་ །_ རྫུ་ འཕྲུལ་ 270
བ་ དང་ །_ འཁྲུག་ པ་ 396
བ་ དང་ །_ མནར་ མེད་ 44
བ་ དང་ །_ སྤྲིན་ ཆེན་ 64
བ་ དང་ །_ སྨོན་ པ་ 372
བ་ དང་ །_ སྨོན་ ལམ་ 59
བ་ དང་ །_ བདུད་ ཀྱི་ 42
བ་ དང་ །_ ལྕེའི་ འདུས་ 107
བ་ དང་ །_ འགག་ པ་ 42
བ་ དང་ །_ དཔེ་ དང་ 87
བ་ དང་ །_ ཐེག་ པ་ 80
བ་ དང་ །_ འགྲིབ་ པར་ 231
བ་ དང་ །_ བྱོལ་ སོང་ 118
བ་ དང་ །_ སྲེད་ པ་ 86
བ་ དང་ །_ མྱེད་ པར་ 424
བ་ དང་ །_ མྱི་ སྡུག་ 173
བ་ དང་ །_ མྱི་ རྟག་ 156
བ་ དང་ །_ མྱི་ དབེན་ 147
བ་ དང་ །_ མྱི་ སྟོང་ 161
བ་ དང་ མཆོག་ ཏུ་ དགའ་ 51
བ་ དང་ སྡུག་ བསྔལ་ ཞེས་ 111
བ་ དང་ བསླབ་ པའི་ གཞི་ 83
བ་ དང་ གང་ ལ་ བརྩོན་ 98
བ་ དང་ ཡི་ དགས་ དང་ 98
བ་ དང་ མྱ་ ངན་ ལས་ 73
བ་ དང་ བཅས་ པ་ དང་ 115
བ་ དང་ བཅས་ པ །_ 47
བ་ དང་ བཅས་ པར་ ཡང་ 40
བ་ དང་ ཡང་ དག་ པར་ 53
བ་ དང་ མི་ དགེ་ བ་ 212
བ་ དང་ མི་ དགེ་ བའི་ 147
བ་ དང་ མི་ ལྡན་ པས 45
བ་ དང་ མི་ འབྲལ་ བ་ 47
བ་ དང་ བདག་ མེད་ ཅེས་ 47
བ་ དང་ བདག་ གིར་ བགྱི་ 113
བ་ དང་ བདེ་ བ་ ཅན་ 65
བ་ དང་ བདེ་ ལེགས་ སུ་ 107
བ་ དང་ མ་ ཞི་ བ་ 56
བ་ དང་ མ་ ཞི་ ཞེས་ 61
བ་ དང་ ལྡན་ པའི་ སེམས་ 122
བ་ དང་ ལྡན་ པའི་ བསོད་ 79
བ་ དང་ ལྡན་ པ་ དང་ 99
བ་ དང་ ལྡན་ པ་ ཡིན་ 40
བ་ དང་ ལྡན་ པ་ ཞེས་ 48
བ་ དང་ ལྡན་ པ་ དེ་ 45
བ་ དང་ ལྡན་ པ །_ 178
བ་ དང་ ལྡན་ པར་ གྱུར་ 106
བ་ དང་ ལྡན་ པར་ འགྱུར་ 86
བ་ དང་ རྒ་ བ་ དང་ 45
བ་ དང་ བྲལ་ བ །_ 56
བ་ དང་ མཚུངས་ སོ །_། 40
བ་ དང་ བསྙེན་ པར་ རྫོགས་ 136
བ་ དང་ བསྙེན་ བཀུར་ བྱ་ 46
བ་ དང་ རྗེས་ སུ་ སྦྱོར་ 47
བ་ དང་ གཅིག་ ནས་ གཅིག 68
བ་ དང་ ། སྣ་ དང་ 65
བ་ དང་ ། འདུ་ ཤེས་ 185
བ་ དང་ ཡིད་ མི་ བདེ་ 56
བ་ དང་ ཡིད་ བདེ་ བ་ 195
བ་ དང་ སྣ་ དང་ ལྕེ་ 80
བ་ དང་ བཟའ་ བ་ གཙང་ 44
བ་ དང་ བཅའ་ བ་ དག་ 72
བ་ དང་ བཅའ་ བ་ གཙང་ 76
བ་ དང་ འདུ་ ཤེས་ དང་ 511
བ་ དང་ ཀློག་ པ་ དང་ 98
བ་ དང་ བཞིའི་ ལས་ ཀྱིས་ 185
བ་ དང་ བྱུག་ པ་ དང་ 45
བ་ དང་ འགྲིབ་ པ་ མ་ 427
བ་ དང་ བསྣན་ པ་ མ་ 110
བ་ དང་ བསྣན་ པ་ མྱེད་ 107
བ་ ཐམས་ ཅད་ དང་ །_ 234
བ་ ཐམས་ ཅད་ དང་ ལྡན་ 65
བ་ ཐམས་ ཅད་ དང་ བྲལ་ 75
བ་ ཐམས་ ཅད་ ཀྱི །_། 50
བ་ ཐམས་ ཅད་ རྣམ་ པར་ 86
བ་ ཐམས་ ཅད་ ཀྱིས་ མི་ 47
བ་ ཐམས་ ཅད་ ཡང་ དག་ 115
བ་ ཐམས་ ཅད་ རབ་ ཏུ་ 103
བ་ ཐམས་ ཅད་ ཡོངས་ སུ་ 359
བ་ ཐམས་ ཅད་ ཀྱང་ །_ 338
བ་ ཐམས་ ཅད་ ཀྱང་ རྣམ་ 494
བ་ ཐམས་ ཅད་ ཉེ་ བར་ 44
བ་ ལ་ ཕྱག་ འཚལ་ ལོ 791
བ་ ལ་ བསླབ་ པའི་ གཞི་ 320
བ་ ལ་ བསླབ་ པར་ བགྱི 48
བ་ ལ་ གནས་ པའི་ ཡིད་ 117
བ་ ལ་ གནས་ པ །_ 124
བ་ ལ་ གནས་ ཀྱིས །_ 51
བ་ ལ་ འདི་ སྐད་ ཅེས་ 109
བ་ ལ་ ནི་ རྡོ་ རྗེ་ 104
བ་ ལ་ འཇུག་ པ་ དང་ 51
བ་ ལ་ ཡང་ དག་ པར་ 224
བ་ ལ་ རབ་ ཏུ་ བྱུང་ 143
བ་ ལ་ རབ་ ཏུ་ འབྱུང་ 155
བ་ ལ་ མཁས་ པ་ དང་ 115
བ་ ལ་ མཁས་ པ་ ཡིན་ 41
བ་ ལ་ མཁས་ པ་ ཡིན 41
བ་ ལ་ མཁས་ པ །_ 68
བ་ ལ་ མཁས་ པར་ རིག་ 273
བ་ ལ་ བརྩོན་ པར་ མི་ 47
བ་ ལ་ ལྷག་ པར་ བྱ་ 52
བ་ ལ་ མངོན་ པར་ བརྩོན་ 79
བ་ ལ་ མངོན་ པར་ ཆགས་ 84
བ་ ལ་ མངོན་ པར་ དགའ་ 71
བ་ ལ་ མངོན་ པར་ ཞེན་ 85
བ་ ལ་ ཉན་ ཐོས་ རྣམས་ 244
བ་ ལ་ རེག་ པར་ གནས་ 150
བ་ ལ་ སྤྱོད་ པའི་ བྱང་ 53
བ་ ལ་ སྤྱོད་ ཀྱི །_ 93
བ་ ལ་ སྤྱོད་ དེ །_ 107
བ་ ལ་ ཐོགས་ པ་ མེད་ 54
བ་ ལ་ སོགས་ པའི་ སྡུག་ 44
བ་ ལ་ སོགས་ པ་ དང་ 56
བ་ ལ་ སོགས་ པ་ ལ་ 65
བ་ ལ་ སོགས་ པ་ ཡང་ 138
བ་ ལ་ སོགས་ པ་ སྔ་ 266
བ་ ལ་ སྙོམས་ པར་ ཞུགས་ 57
བ་ ལ་ རྒྱབ་ ཀྱིས་ ཕྱོགས་ 55
བ་ ལ་ འགོད་ པར་ བྱེད 41
བ་ ལ་ བཙུད་ པ་ ནི་ 47
བ་ ལ་ དགོད་ དོ་ ཞེས་ 59
བ་ ལ་ ཤད་ ཀྱིས་ བྱང་ 53
བ་ དན་ དང་ །_ སིལ་ 93
བ་ དན་ དག་ གིས་ བསྟི་ 50
བ་ འཇིག་ རྟེན་ དུ་ བྱུང་ 340
བ་ འཇིག་ རྟེན་ གྱི་ ཁམས་ 95
བ་ འཇིག་ རྟེན་ ལས་ འདས་ 46
བ་ གསུམ་ གྱི་ བར་ དུ་ 66
བ་ མཆོག་ གི་ བདག་ པོ་ 73
བ་ མཆོག་ གི་ བདག་ པོས་ 43
བ་ སྡུག་ ཅེས་ བྱ་ བ་ 41
བ་ མེད་ པའི་ ཚུལ་ གྱིས་ 40
བ་ མེད་ པའི་ ཕྱིར་ རོ 67
བ་ མེད་ པའི་ སེམས་ ཀྱིས་ 44
བ་ མེད་ པའི་ ཕྱིར །_ 57
བ་ མེད་ པ་ དང་ །_ 1253
བ་ མེད་ པ་ དང་ ། 43
བ་ མེད་ པ་ ལ་ གནས་ 401
བ་ མེད་ པ་ གང་ ཡིན་ 90
བ་ མེད་ པ་ ཡིན་ ནོ 63
བ་ མེད་ པ་ ཡིན །_ 50
བ་ མེད་ པ་ ཞེས་ བྱ་ 155
བ་ མེད་ པ་ དེ་ ནི་ 60
བ་ མེད་ པ་ དེ་ བཞིན་ 42
བ་ མེད་ པ་ སྟེ །_ 108
བ་ མེད་ པ་ སྟོང་ པ་ 393
བ་ མེད་ པ་ དང །_ 67
བ་ མེད་ པར་ འགྱུར་ རོ 71
བ་ མེད་ པར་ རྗེས་ སུ་ 57
བ་ མེད་ ཅིང་ འཇིག་ པ་ 67
བ་ མེད་ ཅིང་ རྣམ་ པར་ 175
བ་ མེད་ དེ །_ དེ་ 56
བ་ མེད་ ཅེས་ བྱ་ བ་ 62
བ་ མེད་ ཅེས་ བྱ་ བར་ 133
བ་ མེད་ དོ །_། ཆོས་ 40
བ་ མེད་ དོ །_། གང་ 69
བ་ མེད་ དོ །_། དགེ་ 87
བ་ མེད་ དོ །_། རྣམ་ 47
བ་ མེད་ དོ །_། དེ་ 237
བ་ མེད་ དོ །_། ནང་ 46
བ་ མེད་ དོ །_། ལས་ 78
བ་ མེད་ དོ །_། བཙུན་ 43
བ་ མེད་ དོ །_། ལྟུང་ 50
བ་ མེད་ འགག་ པ་ མེད་ 47
བ་ སྤྱི་ བླུགས་ དང་ །_ 43
བ་ འཕགས་ པའི་ བདེན་ པ་ 54
བ་ བར་ མ་ དང་ འདྲ་ 81
བ་ བར་ མ་ ལྟུང་ བ་ 96
བ་ སངས་ རྒྱས་ ཐམས་ ཅད་ 79
བ་ གང་ ཡིན་ པའི་ ཆོས་ 45
བ་ གང་ ཡིན་ པ་ དང་ 253
བ་ གང་ ཡིན་ པ་ འདི་ 71
བ་ གང་ ཡིན་ པ་ རྣམས་ 44
བ་ གང་ ཡིན་ པ་ དེ་ 1601
བ་ གང་ ཡིན་ པའོ །_། 89
བ་ གང་ ཡང་ མེད་ དོ 51
བ་ གང་ དག་ ཡིན་ པ་ 133
བ་ གང་ ཇི་ སྙེད་ པ་ 56
བ་ གང་ ཇི་ སྙེད་ ཅིག་ 88
བ་ གང་ ཞེ་ ན །_ 691
བ་ གང་ ལགས་ པ་ དང་ 58
བ་ གང་ ལགས་ པ་ དེ་ 95
བ་ ཆེན་ པོ་ དང་ །_ 226
བ་ ཆེན་ པོ་ དང་ ལྡན་ 57
བ་ ཆེན་ པོ་ རབ་ ཏུ་ 47
བ་ ཆེན་ པོ་ དེ་ དག་ 48
བ་ ཆེན་ པོ་ ངུ་ འབོད་ 54
བ་ ཆེན་ པོ་ རྡོ་ རྗེ་ 101
བ་ ཆེན་ པོ་ མནར་ མེད་ 90
བ་ ཆེན་ པོས་ ཁྱབ་ པར་ 146
བ་ ཆེན་ པོའི་ རྡོ་ རྗེ་ 64
བ་ ནི །_ སངས་ རྒྱས་ 115
བ་ ནི །_ ཚེ་ དང་ 141
བ་ ནི །_ བྱང་ ཆུབ་ 113
བ་ ནི །_ གླེང་ གཞི་ 80
བ་ འདི་ དང་ །_ གླེང་ 129
བ་ འདི་ དང་ ཞེས་ བྱ་ 186
བ་ འདི་ ནི །_ བྱང་ 76
བ་ འདི་ ནི་ རྣམ་ པར་ 67
བ་ འདི་ ནི་ གཉིས་ སུ་ 126
བ་ འདི་ ནི་ བྱང་ ཆུབ་ 53
བ་ འདི་ ནི་ ལམ་ གྱི་ 53
བ་ འདི་ ནི་ མིང་ ཙམ་ 60
བ་ འདི་ ནི་ གློ་ བུར་ 44
བ་ འདི་ ནི་ མྱིང་ ཙམ་ 170
བ་ འདི་ ཉིད་ རྒྱ་ ཆེར་ 42
བ་ འདི་ ལྟ་ སྟེ །_ 170
བ་ འདི་ ལྟ་ བུ་ འདི་ 67
བ་ འདི་ ཡིས་ ནི །_། 59
བ་ ཡིན་ པའི་ ཕྱིར་ རོ 62
བ་ ཡིན་ ཏེ །_ འདི་ 85
བ་ ཡིན་ ཏེ །_ དེ་ 324
བ་ ཡིན་ ནོ །_། ཆོས་ 51
བ་ ཡིན་ ནོ །_། གང་ 56
བ་ ཡིན་ ནོ །_། འདི་ 91
བ་ ཡིན་ ནོ །_། དགེ་ 69
བ་ ཡིན་ ནོ །_། རབ་ 258
བ་ ཡིན་ ནོ །_། དེ་ 495
བ་ ཡིན་ ནོ །_། ཇི་ 63
བ་ ཡིན་ ནོ །_། གཞན་ 86
བ་ ཡིན་ ནོ །_། དེས་ 40
བ་ ཡིན་ ནོ །_། ཤ་ 72
བ་ ཡིན་ ནོ །_། རིགས་ 45
བ་ ཡིན་ ནོ །_། ཤཱ་ 48
བ་ ཡིན་ པར་ རིག་ པར་ 51
བ་ ཡིན་ གྱིས །_ ཚེ་ 59
བ་ ཡིན་ ནོ་ སྙམ་ དུ་ 40
བ་ ཡིན་ ཞེ་ ན །_ 210
བ་ ནི་ ཆོས་ ཐམས་ ཅད་ 83
བ་ ནི་ ཆོས་ འདི་ པ་ 57
བ་ ནི་ སངས་ རྒྱས་ ཀྱི་ 47
བ་ ནི་ འདི་ ལྟ་ སྟེ 288
བ་ ནི་ ཉོན་ མོངས་ པ་ 58
བ་ ནི་ མྱ་ ངན་ ལས་ 40
བ་ ནི་ རང་ བཞིན་ གྱིས་ 42
བ་ ནི་ ཡང་ དག་ པར་ 52
བ་ ནི་ དེ་ བཞིན་ གཤེགས་ 305
བ་ ནི་ དེ་ ལྟ་ མ་ 40
བ་ ནི་ བདག་ ཉིད་ ཀྱིས་ 45
བ་ ནི་ མ་ ཡིན་ ནོ 100
བ་ ནི་ མ་ བཅིངས་ མ་ 134
བ་ ནི་ བཅོམ་ ལྡན་ འདས་ 71
